method,subject,budget_k,snr_order,snr_label,snr_db,balanced_accuracy,n_observations,n_directions,n_model_seeds,n_channel_realizations
FBCSP + PCA,6,16,3,5_dB,5.0,0.4372495470675472,120,2,3,20
FBCSP + PCA,6,16,4,10_dB,10.0,0.4417400779982129,120,2,3,20
FBCSP + PCA,6,16,5,15_dB,15.0,0.4449433944750065,120,2,3,20
FBCSP + PCA,6,16,6,20_dB,20.0,0.4431927325207548,120,2,3,20
FBCSP + PCA,6,16,7,noise_free,,0.4450202030949299,120,2,3,20
FBCSP + PCA,6,32,0,-10_dB,-10.0,0.3232656968770542,120,2,3,20
FBCSP + PCA,6,32,1,-5_dB,-5.0,0.3635759196443114,120,2,3,20
FBCSP + PCA,6,32,2,0_dB,0.0,0.4059337375386711,120,2,3,20
FBCSP + PCA,6,32,3,5_dB,5.0,0.4290259921513468,120,2,3,20
FBCSP + PCA,6,32,4,10_dB,10.0,0.4420734247251306,120,2,3,20
FBCSP + PCA,6,32,5,15_dB,15.0,0.4425443501181564,120,2,3,20
FBCSP + PCA,6,32,6,20_dB,20.0,0.4444114721061288,120,2,3,20
FBCSP + PCA,6,32,7,noise_free,,0.4457882712398719,120,2,3,20
FBCSP + PCA,6,64,0,-10_dB,-10.0,0.3386380272861437,120,2,3,20
FBCSP + PCA,6,64,1,-5_dB,-5.0,0.3932094764522605,120,2,3,20
FBCSP + PCA,6,64,2,0_dB,0.0,0.419183063198748,120,2,3,20
FBCSP + PCA,6,64,3,5_dB,5.0,0.4474235827850628,120,2,3,20
FBCSP + PCA,6,64,4,10_dB,10.0,0.4587327777790003,120,2,3,20
FBCSP + PCA,6,64,5,15_dB,15.0,0.4628169631527007,120,2,3,20
FBCSP + PCA,6,64,6,20_dB,20.0,0.4668065064623678,120,2,3,20
FBCSP + PCA,6,64,7,noise_free,,0.4650857017807708,120,2,3,20
FBCSP + PCA,7,16,0,-10_dB,-10.0,0.4043522171380659,120,2,3,20
FBCSP + PCA,7,16,1,-5_dB,-5.0,0.4911240784447374,120,2,3,20
FBCSP + PCA,7,16,2,0_dB,0.0,0.5622343592952124,120,2,3,20
FBCSP + PCA,7,16,3,5_dB,5.0,0.600313540090562,120,2,3,20
FBCSP + PCA,7,16,4,10_dB,10.0,0.6137565967897527,120,2,3,20
FBCSP + PCA,7,16,5,15_dB,15.0,0.6116991940268964,120,2,3,20
FBCSP + PCA,7,16,6,20_dB,20.0,0.6135236679732033,120,2,3,20
FBCSP + PCA,7,16,7,noise_free,,0.6115467483879938,120,2,3,20
FBCSP + PCA,7,32,0,-10_dB,-10.0,0.4521057718353065,120,2,3,20
FBCSP + PCA,7,32,1,-5_dB,-5.0,0.5383187420609103,120,2,3,20
FBCSP + PCA,7,32,2,0_dB,0.0,0.6033680213099729,120,2,3,20
FBCSP + PCA,7,32,3,5_dB,5.0,0.6427826635578255,120,2,3,20
FBCSP + PCA,7,32,4,10_dB,10.0,0.6620552390305889,120,2,3,20
FBCSP + PCA,7,32,5,15_dB,15.0,0.6679793985153193,120,2,3,20
FBCSP + PCA,7,32,6,20_dB,20.0,0.6710282902324836,120,2,3,20
FBCSP + PCA,7,32,7,noise_free,,0.6738041615670465,120,2,3,20
FBCSP + PCA,7,64,0,-10_dB,-10.0,0.4697293247041158,120,2,3,20
FBCSP + PCA,7,64,1,-5_dB,-5.0,0.5579343440228943,120,2,3,20
FBCSP + PCA,7,64,2,0_dB,0.0,0.6140542249458972,120,2,3,20
FBCSP + PCA,7,64,3,5_dB,5.0,0.6430226676790665,120,2,3,20
FBCSP + PCA,7,64,4,10_dB,10.0,0.6556209357677274,120,2,3,20
FBCSP + PCA,7,64,5,15_dB,15.0,0.6614214597557223,120,2,3,20
FBCSP + PCA,7,64,6,20_dB,20.0,0.6636078584443295,120,2,3,20
FBCSP + PCA,7,64,7,noise_free,,0.6616685945746781,120,2,3,20
FBCSP + PCA,8,16,0,-10_dB,-10.0,0.3735220753732982,120,2,3,20
FBCSP + PCA,8,16,1,-5_dB,-5.0,0.4501980749995156,120,2,3,20
FBCSP + PCA,8,16,2,0_dB,0.0,0.5487128114585755,120,2,3,20
FBCSP + PCA,8,16,3,5_dB,5.0,0.6144147199496565,120,2,3,20
FBCSP + PCA,8,16,4,10_dB,10.0,0.6444322894465757,120,2,3,20
FBCSP + PCA,8,16,5,15_dB,15.0,0.6505480218787943,120,2,3,20
FBCSP + PCA,8,16,6,20_dB,20.0,0.6549798203825338,120,2,3,20
FBCSP + PCA,8,16,7,noise_free,,0.652669800627761,120,2,3,20
FBCSP + PCA,8,32,0,-10_dB,-10.0,0.3983173173955023,120,2,3,20
FBCSP + PCA,8,32,1,-5_dB,-5.0,0.4911462723058591,120,2,3,20
FBCSP + PCA,8,32,2,0_dB,0.0,0.5774361865134723,120,2,3,20
FBCSP + PCA,8,32,3,5_dB,5.0,0.6336535839735268,120,2,3,20
FBCSP + PCA,8,32,4,10_dB,10.0,0.6561923760260857,120,2,3,20
FBCSP + PCA,8,32,5,15_dB,15.0,0.6589882399764913,120,2,3,20
FBCSP + PCA,8,32,6,20_dB,20.0,0.6662039618733693,120,2,3,20
FBCSP + PCA,8,32,7,noise_free,,0.6659581044621405,120,2,3,20
FBCSP + PCA,8,64,0,-10_dB,-10.0,0.4200348700600958,120,2,3,20
FBCSP + PCA,8,64,1,-5_dB,-5.0,0.5311438922674636,120,2,3,20
FBCSP + PCA,8,64,2,0_dB,0.0,0.6151064397370444,120,2,3,20
FBCSP + PCA,8,64,3,5_dB,5.0,0.6648491362433477,120,2,3,20
FBCSP + PCA,8,64,4,10_dB,10.0,0.6858935825647783,120,2,3,20
FBCSP + PCA,8,64,5,15_dB,15.0,0.6945968562099576,120,2,3,20
FBCSP + PCA,8,64,6,20_dB,20.0,0.6949487860340942,120,2,3,20
FBCSP + PCA,8,64,7,noise_free,,0.6957035892008319,120,2,3,20
FBCSP + PCA,9,16,0,-10_dB,-10.0,0.3853357125244943,120,2,3,20
FBCSP + PCA,9,16,1,-5_dB,-5.0,0.4693073817625065,120,2,3,20
FBCSP + PCA,9,16,2,0_dB,0.0,0.5637940053642045,120,2,3,20
FBCSP + PCA,9,16,3,5_dB,5.0,0.6221813384120864,120,2,3,20
FBCSP + PCA,9,16,4,10_dB,10.0,0.6345895147915876,120,2,3,20
FBCSP + PCA,9,16,5,15_dB,15.0,0.6429185145929588,120,2,3,20
FBCSP + PCA,9,16,6,20_dB,20.0,0.6418947603191987,120,2,3,20
FBCSP + PCA,9,16,7,noise_free,,0.643630732183984,120,2,3,20
FBCSP + PCA,9,32,0,-10_dB,-10.0,0.4068290374919028,120,2,3,20
FBCSP + PCA,9,32,1,-5_dB,-5.0,0.4920516421034978,120,2,3,20
FBCSP + PCA,9,32,2,0_dB,0.0,0.581107193985683,120,2,3,20
FBCSP + PCA,9,32,3,5_dB,5.0,0.6185986513025312,120,2,3,20
FBCSP + PCA,9,32,4,10_dB,10.0,0.6309020656286665,120,2,3,20
FBCSP + PCA,9,32,5,15_dB,15.0,0.635425982822116,120,2,3,20
FBCSP + PCA,9,32,6,20_dB,20.0,0.6358216121448464,120,2,3,20
FBCSP + PCA,9,32,7,noise_free,,0.6405547486729657,120,2,3,20
FBCSP + PCA,9,64,0,-10_dB,-10.0,0.4239407455571731,120,2,3,20
FBCSP + PCA,9,64,1,-5_dB,-5.0,0.512826075311753,120,2,3,20
FBCSP + PCA,9,64,2,0_dB,0.0,0.5841278403253753,120,2,3,20
FBCSP + PCA,9,64,3,5_dB,5.0,0.618305747455804,120,2,3,20
FBCSP + PCA,9,64,4,10_dB,10.0,0.6317594262679591,120,2,3,20
FBCSP + PCA,9,64,5,15_dB,15.0,0.631587440760078,120,2,3,20
FBCSP + PCA,9,64,6,20_dB,20.0,0.6318617601697952,120,2,3,20
FBCSP + PCA,9,64,7,noise_free,,0.6321896914178952,120,2,3,20
Receiver-only,1,32,0,-10_dB,-10.0,0.4867007621483973,120,2,3,20
Receiver-only,1,32,1,-5_dB,-5.0,0.6167352471004427,120,2,3,20
Receiver-only,1,32,2,0_dB,0.0,0.7080492133266617,120,2,3,20
Receiver-only,1,32,3,5_dB,5.0,0.7631205006779318,120,2,3,20
Receiver-only,1,32,4,10_dB,10.0,0.7921057678112633,120,2,3,20
Receiver-only,1,32,5,15_dB,15.0,0.8039424757142867,120,2,3,20
Receiver-only,1,32,6,20_dB,20.0,0.8084476667963953,120,2,3,20
Receiver-only,1,32,7,noise_free,,0.8085646024441834,120,2,3,20
Receiver-only,2,32,0,-10_dB,-10.0,0.3322892771283492,120,2,3,20
Receiver-only,2,32,1,-5_dB,-5.0,0.3842265537039957,120,2,3,20
Receiver-only,2,32,2,0_dB,0.0,0.4428089488173199,120,2,3,20
Receiver-only,2,32,3,5_dB,5.0,0.483257547660268,120,2,3,20
Receiver-only,2,32,4,10_dB,10.0,0.5198156783160733,120,2,3,20
Receiver-only,2,32,5,15_dB,15.0,0.5303705734226838,120,2,3,20
Receiver-only,2,32,6,20_dB,20.0,0.535834690319846,120,2,3,20
Receiver-only,2,32,7,noise_free,,0.5328076927403546,120,2,3,20
Receiver-only,3,32,0,-10_dB,-10.0,0.4548751172641789,120,2,3,20
Receiver-only,3,32,1,-5_dB,-5.0,0.5653308851242894,120,2,3,20
Receiver-only,3,32,2,0_dB,0.0,0.6772647602661893,120,2,3,20
Receiver-only,3,32,3,5_dB,5.0,0.7368818659722557,120,2,3,20
Receiver-only,3,32,4,10_dB,10.0,0.7677741256743982,120,2,3,20
Receiver-only,3,32,5,15_dB,15.0,0.776640109215082,120,2,3,20
Receiver-only,3,32,6,20_dB,20.0,0.7800055262405436,120,2,3,20
Receiver-only,3,32,7,noise_free,,0.7809640719107929,120,2,3,20
Receiver-only,4,32,0,-10_dB,-10.0,0.3394271066352234,120,2,3,20
Receiver-only,4,32,1,-5_dB,-5.0,0.4015515001045273,120,2,3,20
Receiver-only,4,32,2,0_dB,0.0,0.4604509054701101,120,2,3,20
Receiver-only,4,32,3,5_dB,5.0,0.4911505250088623,120,2,3,20
Receiver-only,4,32,4,10_dB,10.0,0.5022072684390662,120,2,3,20
Receiver-only,4,32,5,15_dB,15.0,0.5086872427811613,120,2,3,20
Receiver-only,4,32,6,20_dB,20.0,0.5107674506610416,120,2,3,20
Receiver-only,4,32,7,noise_free,,0.5105005011834927,120,2,3,20
Receiver-only,5,32,0,-10_dB,-10.0,0.2843808827072535,120,2,3,20
Receiver-only,5,32,1,-5_dB,-5.0,0.3144325954136953,120,2,3,20
Receiver-only,5,32,2,0_dB,0.0,0.33937116551176,120,2,3,20
Receiver-only,5,32,3,5_dB,5.0,0.3467018144245796,120,2,3,20
Receiver-only,5,32,4,10_dB,10.0,0.3430821841022197,120,2,3,20
Receiver-only,5,32,5,15_dB,15.0,0.3406164214530332,120,2,3,20
Receiver-only,5,32,6,20_dB,20.0,0.3389805558315251,120,2,3,20
Receiver-only,5,32,7,noise_free,,0.3358764832909057,120,2,3,20
Receiver-only,6,32,0,-10_dB,-10.0,0.3240135748422828,120,2,3,20
Receiver-only,6,32,1,-5_dB,-5.0,0.3642124148161499,120,2,3,20
Receiver-only,6,32,2,0_dB,0.0,0.4076497222287331,120,2,3,20
Receiver-only,6,32,3,5_dB,5.0,0.4305755432997328,120,2,3,20
Receiver-only,6,32,4,10_dB,10.0,0.4443053043734287,120,2,3,20
Receiver-only,6,32,5,15_dB,15.0,0.4452466914200405,120,2,3,20
Receiver-only,6,32,6,20_dB,20.0,0.4464940398699176,120,2,3,20
Receiver-only,6,32,7,noise_free,,0.4481416906820037,120,2,3,20
Receiver-only,7,32,0,-10_dB,-10.0,0.452450461846255,120,2,3,20
Receiver-only,7,32,1,-5_dB,-5.0,0.5385398562957263,120,2,3,20
Receiver-only,7,32,2,0_dB,0.0,0.6031753992844514,120,2,3,20
Receiver-only,7,32,3,5_dB,5.0,0.6417973240946079,120,2,3,20
Receiver-only,7,32,4,10_dB,10.0,0.6611396223617573,120,2,3,20
Receiver-only,7,32,5,15_dB,15.0,0.6676544249585636,120,2,3,20
Receiver-only,7,32,6,20_dB,20.0,0.6703349862496052,120,2,3,20
Receiver-only,7,32,7,noise_free,,0.670869889266577,120,2,3,20
Receiver-only,8,32,0,-10_dB,-10.0,0.3988433578512103,120,2,3,20
Receiver-only,8,32,1,-5_dB,-5.0,0.4917230695905668,120,2,3,20
Receiver-only,8,32,2,0_dB,0.0,0.5782374223775478,120,2,3,20
Receiver-only,8,32,3,5_dB,5.0,0.6339485684651825,120,2,3,20
Receiver-only,8,32,4,10_dB,10.0,0.657097002534133,120,2,3,20
Receiver-only,8,32,5,15_dB,15.0,0.6595138969619468,120,2,3,20
Receiver-only,8,32,6,20_dB,20.0,0.6669433253167868,120,2,3,20
Receiver-only,8,32,7,noise_free,,0.6665248331298923,120,2,3,20
Receiver-only,9,32,0,-10_dB,-10.0,0.4066690257038937,120,2,3,20
Receiver-only,9,32,1,-5_dB,-5.0,0.492168531234305,120,2,3,20
Receiver-only,9,32,2,0_dB,0.0,0.5810469854131222,120,2,3,20
Receiver-only,9,32,3,5_dB,5.0,0.6183070047624314,120,2,3,20
Receiver-only,9,32,4,10_dB,10.0,0.6310385451519385,120,2,3,20
Receiver-only,9,32,5,15_dB,15.0,0.6355083152649897,120,2,3,20
Receiver-only,9,32,6,20_dB,20.0,0.63563715821283,120,2,3,20
Receiver-only,9,32,7,noise_free,,0.6405547486729657,120,2,3,20
Reconstruction latent,1,16,0,-10_dB,-10.0,0.2519874976207377,120,2,3,20
Reconstruction latent,1,16,1,-5_dB,-5.0,0.2512293622682854,120,2,3,20
Reconstruction latent,1,16,2,0_dB,0.0,0.2539709239044562,120,2,3,20
Reconstruction latent,1,16,3,5_dB,5.0,0.2532191198601226,120,2,3,20
Reconstruction latent,1,16,4,10_dB,10.0,0.258135160969315,120,2,3,20
Reconstruction latent,1,16,5,15_dB,15.0,0.2529076970405903,120,2,3,20
Reconstruction latent,1,16,6,20_dB,20.0,0.2526640380048611,120,2,3,20
Reconstruction latent,1,16,7,noise_free,,0.2541819959148715,120,2,3,20
Reconstruction latent,1,32,0,-10_dB,-10.0,0.2566735069442497,120,2,3,20
Reconstruction latent,1,32,1,-5_dB,-5.0,0.2612222845925164,120,2,3,20
Reconstruction latent,1,32,2,0_dB,0.0,0.2701540860423831,120,2,3,20
Reconstruction latent,1,32,3,5_dB,5.0,0.2784902246441925,120,2,3,20
Reconstruction latent,1,32,4,10_dB,10.0,0.2798401984398789,120,2,3,20
Reconstruction latent,1,32,5,15_dB,15.0,0.2816278988399184,120,2,3,20
Reconstruction latent,1,32,6,20_dB,20.0,0.2843389597295444,120,2,3,20
Reconstruction latent,1,32,7,noise_free,,0.2881694762719838,120,2,3,20
Reconstruction latent,1,64,0,-10_dB,-10.0,0.2566083816064134,120,2,3,20
Reconstruction latent,1,64,1,-5_dB,-5.0,0.2613753020230402,120,2,3,20
Reconstruction latent,1,64,2,0_dB,0.0,0.265378176262279,120,2,3,20
Reconstruction latent,1,64,3,5_dB,5.0,0.2708010114681762,120,2,3,20
Reconstruction latent,1,64,4,10_dB,10.0,0.2722114327842929,120,2,3,20
Reconstruction latent,1,64,5,15_dB,15.0,0.2702562851960451,120,2,3,20
Reconstruction latent,1,64,6,20_dB,20.0,0.2703460264200003,120,2,3,20
Reconstruction latent,1,64,7,noise_free,,0.2730341327121069,120,2,3,20
Reconstruction latent,2,16,0,-10_dB,-10.0,0.2464582134633289,120,2,3,20
Reconstruction latent,2,16,1,-5_dB,-5.0,0.2372893152130326,120,2,3,20
Reconstruction latent,2,16,2,0_dB,0.0,0.2392552449782902,120,2,3,20
Reconstruction latent,2,16,3,5_dB,5.0,0.230654100250115,120,2,3,20
Reconstruction latent,2,16,4,10_dB,10.0,0.2256269399222783,120,2,3,20
Reconstruction latent,2,16,5,15_dB,15.0,0.2261786680354617,120,2,3,20
Reconstruction latent,2,16,6,20_dB,20.0,0.2275436964814355,120,2,3,20
Reconstruction latent,2,16,7,noise_free,,0.2295315071117065,120,2,3,20
Reconstruction latent,2,32,0,-10_dB,-10.0,0.2462797324275178,120,2,3,20
Reconstruction latent,2,32,1,-5_dB,-5.0,0.2513355864545079,120,2,3,20
Reconstruction latent,2,32,2,0_dB,0.0,0.2481200685453158,120,2,3,20
Reconstruction latent,2,32,3,5_dB,5.0,0.2482883125960318,120,2,3,20
Reconstruction latent,2,32,4,10_dB,10.0,0.2484941082387529,120,2,3,20
Reconstruction latent,2,32,5,15_dB,15.0,0.2510058350260518,120,2,3,20
Reconstruction latent,2,32,6,20_dB,20.0,0.249843301898614,120,2,3,20
Reconstruction latent,2,32,7,noise_free,,0.2494102472493114,120,2,3,20
Reconstruction latent,2,64,0,-10_dB,-10.0,0.2486300595315902,120,2,3,20
Reconstruction latent,2,64,1,-5_dB,-5.0,0.2509582200400624,120,2,3,20
Reconstruction latent,2,64,2,0_dB,0.0,0.2478149471746108,120,2,3,20
Reconstruction latent,2,64,3,5_dB,5.0,0.2485006141357502,120,2,3,20
Reconstruction latent,2,64,4,10_dB,10.0,0.2493648383971046,120,2,3,20
Reconstruction latent,2,64,5,15_dB,15.0,0.2523490430121082,120,2,3,20
Reconstruction latent,2,64,6,20_dB,20.0,0.2521216334905993,120,2,3,20
Reconstruction latent,2,64,7,noise_free,,0.2543782006577563,120,2,3,20
Reconstruction latent,3,16,0,-10_dB,-10.0,0.2541795629033671,120,2,3,20
Reconstruction latent,3,16,1,-5_dB,-5.0,0.2594141426948141,120,2,3,20
Reconstruction latent,3,16,2,0_dB,0.0,0.2641978298064157,120,2,3,20
Reconstruction latent,3,16,3,5_dB,5.0,0.270617320662853,120,2,3,20
Reconstruction latent,3,16,4,10_dB,10.0,0.2696249038324944,120,2,3,20
Reconstruction latent,3,16,5,15_dB,15.0,0.2698542182516134,120,2,3,20
Reconstruction latent,3,16,6,20_dB,20.0,0.2711574621515764,120,2,3,20
Reconstruction latent,3,16,7,noise_free,,0.2705801412358938,120,2,3,20
Reconstruction latent,3,32,0,-10_dB,-10.0,0.2673463184631806,120,2,3,20
Reconstruction latent,3,32,1,-5_dB,-5.0,0.2747994041160601,120,2,3,20
Reconstruction latent,3,32,2,0_dB,0.0,0.2836172865356789,120,2,3,20
Reconstruction latent,3,32,3,5_dB,5.0,0.2904105713357846,120,2,3,20
Reconstruction latent,3,32,4,10_dB,10.0,0.2969096966604076,120,2,3,20
Reconstruction latent,3,32,5,15_dB,15.0,0.2990721963966992,120,2,3,20
Reconstruction latent,3,32,6,20_dB,20.0,0.3021684961076637,120,2,3,20
Reconstruction latent,3,32,7,noise_free,,0.3054927440663402,120,2,3,20
Reconstruction latent,3,64,0,-10_dB,-10.0,0.2718889182961643,120,2,3,20
Reconstruction latent,3,64,1,-5_dB,-5.0,0.2888653661669178,120,2,3,20
Reconstruction latent,3,64,2,0_dB,0.0,0.2983885528775449,120,2,3,20
Reconstruction latent,3,64,3,5_dB,5.0,0.3049848513973461,120,2,3,20
Reconstruction latent,3,64,4,10_dB,10.0,0.3074959515249672,120,2,3,20
Reconstruction latent,3,64,5,15_dB,15.0,0.3087866080128195,120,2,3,20
Reconstruction latent,3,64,6,20_dB,20.0,0.3077382532049454,120,2,3,20
Reconstruction latent,3,64,7,noise_free,,0.3096171595494036,120,2,3,20
Reconstruction latent,4,16,0,-10_dB,-10.0,0.2443693250488079,120,2,3,20
Reconstruction latent,4,16,1,-5_dB,-5.0,0.2489809063150229,120,2,3,20
Reconstruction latent,4,16,2,0_dB,0.0,0.2447787536345722,120,2,3,20
Reconstruction latent,4,16,3,5_dB,5.0,0.2416374146814807,120,2,3,20
Reconstruction latent,4,16,4,10_dB,10.0,0.2388604936322679,120,2,3,20
Reconstruction latent,4,16,5,15_dB,15.0,0.23943772283869,120,2,3,20
Reconstruction latent,4,16,6,20_dB,20.0,0.2390057759792286,120,2,3,20
Reconstruction latent,4,16,7,noise_free,,0.2386243479581332,120,2,3,20
Reconstruction latent,4,32,0,-10_dB,-10.0,0.2461427350405189,120,2,3,20
Reconstruction latent,4,32,1,-5_dB,-5.0,0.2499354851076376,120,2,3,20
Reconstruction latent,4,32,2,0_dB,0.0,0.2499948230413353,120,2,3,20
Reconstruction latent,4,32,3,5_dB,5.0,0.2484644711752574,120,2,3,20
Reconstruction latent,4,32,4,10_dB,10.0,0.2513245642461593,120,2,3,20
Reconstruction latent,4,32,5,15_dB,15.0,0.2556606164481137,120,2,3,20
Reconstruction latent,4,32,6,20_dB,20.0,0.2549290443293214,120,2,3,20
Reconstruction latent,4,32,7,noise_free,,0.2607170654650169,120,2,3,20
Reconstruction latent,4,64,0,-10_dB,-10.0,0.2458762194436606,120,2,3,20
Reconstruction latent,4,64,1,-5_dB,-5.0,0.2462218450561763,120,2,3,20
Reconstruction latent,4,64,2,0_dB,0.0,0.2441962840436472,120,2,3,20
Reconstruction latent,4,64,3,5_dB,5.0,0.2418042635518437,120,2,3,20
Reconstruction latent,4,64,4,10_dB,10.0,0.2399131894276223,120,2,3,20
Reconstruction latent,4,64,5,15_dB,15.0,0.2425024988573922,120,2,3,20
Reconstruction latent,4,64,6,20_dB,20.0,0.2421260158420975,120,2,3,20
Reconstruction latent,4,64,7,noise_free,,0.2431358207232414,120,2,3,20
Reconstruction latent,5,16,0,-10_dB,-10.0,0.2431221850761719,120,2,3,20
Reconstruction latent,5,16,1,-5_dB,-5.0,0.2392869913842496,120,2,3,20
Reconstruction latent,5,16,2,0_dB,0.0,0.2345250547672878,120,2,3,20
Reconstruction latent,5,16,3,5_dB,5.0,0.2324509725274244,120,2,3,20
Reconstruction latent,5,16,4,10_dB,10.0,0.2315160156984661,120,2,3,20
Reconstruction latent,5,16,5,15_dB,15.0,0.2318137281540712,120,2,3,20
Reconstruction latent,5,16,6,20_dB,20.0,0.2335214756102166,120,2,3,20
Reconstruction latent,5,16,7,noise_free,,0.2332782470821893,120,2,3,20
Reconstruction latent,5,32,0,-10_dB,-10.0,0.2484063481740517,120,2,3,20
Reconstruction latent,5,32,1,-5_dB,-5.0,0.2435073420530306,120,2,3,20
Reconstruction latent,5,32,2,0_dB,0.0,0.239672995429505,120,2,3,20
Reconstruction latent,5,32,3,5_dB,5.0,0.2395336041791265,120,2,3,20
Reconstruction latent,5,32,4,10_dB,10.0,0.2400242900493346,120,2,3,20
Reconstruction latent,5,32,5,15_dB,15.0,0.2405410000492333,120,2,3,20
Reconstruction latent,5,32,6,20_dB,20.0,0.2419040006810731,120,2,3,20
Reconstruction latent,5,32,7,noise_free,,0.2433005224070279,120,2,3,20
Reconstruction latent,5,64,0,-10_dB,-10.0,0.2490115133870203,120,2,3,20
Reconstruction latent,5,64,1,-5_dB,-5.0,0.2449566236918199,120,2,3,20
Reconstruction latent,5,64,2,0_dB,0.0,0.2456718416626755,120,2,3,20
Reconstruction latent,5,64,3,5_dB,5.0,0.2431134511593628,120,2,3,20
Reconstruction latent,5,64,4,10_dB,10.0,0.2406532720740215,120,2,3,20
Reconstruction latent,5,64,5,15_dB,15.0,0.2412313434711633,120,2,3,20
Reconstruction latent,5,64,6,20_dB,20.0,0.2411410300589404,120,2,3,20
Reconstruction latent,5,64,7,noise_free,,0.240232874490256,120,2,3,20
Reconstruction latent,6,16,0,-10_dB,-10.0,0.2491163221003446,120,2,3,20
Reconstruction latent,6,16,1,-5_dB,-5.0,0.2493991661437176,120,2,3,20
Reconstruction latent,6,16,2,0_dB,0.0,0.2453720513671984,120,2,3,20
Reconstruction latent,6,16,3,5_dB,5.0,0.2482109821447478,120,2,3,20
Reconstruction latent,6,16,4,10_dB,10.0,0.2478024245886117,120,2,3,20
Reconstruction latent,6,16,5,15_dB,15.0,0.2484033484889028,120,2,3,20
Reconstruction latent,6,16,6,20_dB,20.0,0.2457876306643197,120,2,3,20
Reconstruction latent,6,16,7,noise_free,,0.2463243061812007,120,2,3,20
Reconstruction latent,6,32,0,-10_dB,-10.0,0.2510679843667678,120,2,3,20
Reconstruction latent,6,32,1,-5_dB,-5.0,0.2524192327666741,120,2,3,20
Reconstruction latent,6,32,2,0_dB,0.0,0.2603742557323886,120,2,3,20
Reconstruction latent,6,32,3,5_dB,5.0,0.2505681833783854,120,2,3,20
Reconstruction latent,6,32,4,10_dB,10.0,0.2501770334267186,120,2,3,20
Reconstruction latent,6,32,5,15_dB,15.0,0.2510799344534773,120,2,3,20
Reconstruction latent,6,32,6,20_dB,20.0,0.2509007198869236,120,2,3,20
Reconstruction latent,6,32,7,noise_free,,0.2473112411168045,120,2,3,20
Reconstruction latent,6,64,0,-10_dB,-10.0,0.2583934323924334,120,2,3,20
Reconstruction latent,6,64,1,-5_dB,-5.0,0.2582081700322541,120,2,3,20
Reconstruction latent,6,64,2,0_dB,0.0,0.2599481492080915,120,2,3,20
Reconstruction latent,6,64,3,5_dB,5.0,0.2595731152788152,120,2,3,20
Reconstruction latent,6,64,4,10_dB,10.0,0.2589284169755173,120,2,3,20
Reconstruction latent,6,64,5,15_dB,15.0,0.2606930341553898,120,2,3,20
Reconstruction latent,6,64,6,20_dB,20.0,0.260335948592195,120,2,3,20
Reconstruction latent,6,64,7,noise_free,,0.2637315593025918,120,2,3,20
Reconstruction latent,7,16,0,-10_dB,-10.0,0.2584234130637428,120,2,3,20
Reconstruction latent,7,16,1,-5_dB,-5.0,0.2606591126970133,120,2,3,20
Reconstruction latent,7,16,2,0_dB,0.0,0.2737965857056087,120,2,3,20
Reconstruction latent,7,16,3,5_dB,5.0,0.2763507533889682,120,2,3,20
Reconstruction latent,7,16,4,10_dB,10.0,0.277541235431981,120,2,3,20
Reconstruction latent,7,16,5,15_dB,15.0,0.2818132166414674,120,2,3,20
Reconstruction latent,7,16,6,20_dB,20.0,0.2829609095936007,120,2,3,20
Reconstruction latent,7,16,7,noise_free,,0.2860877121748971,120,2,3,20
Reconstruction latent,7,32,0,-10_dB,-10.0,0.256136990731547,120,2,3,20
Reconstruction latent,7,32,1,-5_dB,-5.0,0.2640870415615699,120,2,3,20
Reconstruction latent,7,32,2,0_dB,0.0,0.2720022888397183,120,2,3,20
Reconstruction latent,7,32,3,5_dB,5.0,0.2788422129965142,120,2,3,20
Reconstruction latent,7,32,4,10_dB,10.0,0.2834942333324008,120,2,3,20
Reconstruction latent,7,32,5,15_dB,15.0,0.2873531072231671,120,2,3,20
Reconstruction latent,7,32,6,20_dB,20.0,0.288861432413726,120,2,3,20
Reconstruction latent,7,32,7,noise_free,,0.2894751051751947,120,2,3,20
Reconstruction latent,7,64,0,-10_dB,-10.0,0.2667234900992818,120,2,3,20
Reconstruction latent,7,64,1,-5_dB,-5.0,0.2792168264916948,120,2,3,20
Reconstruction latent,7,64,2,0_dB,0.0,0.2966739648705755,120,2,3,20
Reconstruction latent,7,64,3,5_dB,5.0,0.3010444591097473,120,2,3,20
Reconstruction latent,7,64,4,10_dB,10.0,0.303949461390555,120,2,3,20
Reconstruction latent,7,64,5,15_dB,15.0,0.3069848490387787,120,2,3,20
Reconstruction latent,7,64,6,20_dB,20.0,0.3065088490008344,120,2,3,20
Reconstruction latent,7,64,7,noise_free,,0.3017371759842809,120,2,3,20
Reconstruction latent,8,16,0,-10_dB,-10.0,0.2541455631886318,120,2,3,20
Reconstruction latent,8,16,1,-5_dB,-5.0,0.2654015554158916,120,2,3,20
Reconstruction latent,8,16,2,0_dB,0.0,0.2722308805768684,120,2,3,20
Reconstruction latent,8,16,3,5_dB,5.0,0.2757080752982188,120,2,3,20
Reconstruction latent,8,16,4,10_dB,10.0,0.2725237812104419,120,2,3,20
Reconstruction latent,8,16,5,15_dB,15.0,0.2711559705712819,120,2,3,20
Reconstruction latent,8,16,6,20_dB,20.0,0.2725614420257563,120,2,3,20
Reconstruction latent,8,16,7,noise_free,,0.2732043904518329,120,2,3,20
